Repository,PR Number,Status,Files Changed,Additions,Deletions,Analysis Time (hours),Description Length,Participants,Comments
freeCodeCamp/freeCodeCamp,9469,MERGED,8,352,84,2163.1697222222224,472,11,31
freeCodeCamp/freeCodeCamp,9660,CLOSED,17,528,329,10044.525,770,7,42
freeCodeCamp/freeCodeCamp,9793,MERGED,1,80,0,156.73666666666668,2238,5,8
freeCodeCamp/freeCodeCamp,10341,MERGED,1,1,1,1134.683611111111,2457,7,17
freeCodeCamp/freeCodeCamp,10390,CLOSED,1,77,0,710.8961111111112,2027,5,5
freeCodeCamp/freeCodeCamp,10503,MERGED,1,1,1,463.4888888888889,2026,4,3
freeCodeCamp/freeCodeCamp,10711,MERGED,1,48,11,384.3688888888889,0,4,5
freeCodeCamp/freeCodeCamp,10751,MERGED,3,8,4,366.28305555555556,855,6,3
freeCodeCamp/freeCodeCamp,10762,CLOSED,1,1,1,7.200277777777778,195,5,3
freeCodeCamp/freeCodeCamp,10775,MERGED,1,1,1,7.691388888888889,1900,3,1
freeCodeCamp/freeCodeCamp,10811,MERGED,1,1,0,603.12,1973,5,22
freeCodeCamp/freeCodeCamp,10818,MERGED,1,2230,2079,7.197777777777778,2419,2,1
freeCodeCamp/freeCodeCamp,10823,MERGED,2,7,1,467.2891666666667,473,8,36
freeCodeCamp/freeCodeCamp,10824,MERGED,3,73,0,861.3336111111112,2316,7,23
freeCodeCamp/freeCodeCamp,10853,MERGED,1,1,1,357.0833333333333,190,7,10
freeCodeCamp/freeCodeCamp,10854,MERGED,1,1,0,584.3202777777777,1759,5,4
freeCodeCamp/freeCodeCamp,10860,MERGED,1,1,1,23.363611111111112,1906,5,7
freeCodeCamp/freeCodeCamp,10866,CLOSED,6,250,3,1022.6644444444445,2312,4,12
freeCodeCamp/freeCodeCamp,10886,MERGED,2,13,5,73.00416666666666,139,3,0
freeCodeCamp/freeCodeCamp,10918,MERGED,3,563,488,15.623333333333333,1906,4,6
freeCodeCamp/freeCodeCamp,10929,MERGED,1,5,1,479.77555555555557,1896,4,8
freeCodeCamp/freeCodeCamp,10950,MERGED,2,8,7,12.131666666666666,44,1,0
freeCodeCamp/freeCodeCamp,10957,MERGED,2,109,27,696.2502777777778,2322,8,22
freeCodeCamp/freeCodeCamp,10975,MERGED,1,1,1,8.360555555555555,2319,2,2
freeCodeCamp/freeCodeCamp,10993,MERGED,1,287,159,4.2775,1783,2,0
freeCodeCamp/freeCodeCamp,10995,MERGED,1,1,1,1.7505555555555556,1939,2,2
freeCodeCamp/freeCodeCamp,11001,CLOSED,1,131,99,12.254722222222222,2132,3,3
freeCodeCamp/freeCodeCamp,11028,MERGED,1,53,0,44.695277777777775,2018,4,5
freeCodeCamp/freeCodeCamp,11032,MERGED,1,1,1,9.773055555555555,1943,3,1
freeCodeCamp/freeCodeCamp,11058,MERGED,25,770,359,2741.6052777777777,0,6,50
freeCodeCamp/freeCodeCamp,11087,MERGED,7,42,39,57.93222222222222,111,1,0
freeCodeCamp/freeCodeCamp,11100,MERGED,1,151,90,117.9713888888889,1138,5,4
freeCodeCamp/freeCodeCamp,11121,MERGED,1,2,2,1.773611111111111,69,2,3
freeCodeCamp/freeCodeCamp,11126,MERGED,1,2,2,3.359722222222222,1916,3,4
freeCodeCamp/freeCodeCamp,11138,MERGED,1,2,2,3.5972222222222223,984,3,2
freeCodeCamp/freeCodeCamp,11144,MERGED,1,2,2,6.387222222222222,2169,2,0
freeCodeCamp/freeCodeCamp,11148,MERGED,1,1,1,32.61527777777778,2074,6,8
freeCodeCamp/freeCodeCamp,11166,CLOSED,1,4,8,28.662222222222223,2154,4,6
freeCodeCamp/freeCodeCamp,11172,MERGED,1,1,1,69.93555555555555,2841,5,8
freeCodeCamp/freeCodeCamp,11190,MERGED,1,21,0,22.86,1901,3,6
freeCodeCamp/freeCodeCamp,11197,MERGED,1,1,1,11.375833333333333,2008,3,2
freeCodeCamp/freeCodeCamp,11202,CLOSED,6,71,11,8.160277777777777,1998,4,7
freeCodeCamp/freeCodeCamp,11209,MERGED,1,2,2,2.242777777777778,1971,3,1
freeCodeCamp/freeCodeCamp,11211,MERGED,1,1,1,1.7425,2360,3,1
freeCodeCamp/freeCodeCamp,11219,MERGED,4,12,36,481.1636111111111,0,4,10
freeCodeCamp/freeCodeCamp,11225,MERGED,1,1,0,93.51388888888889,2056,6,11
freeCodeCamp/freeCodeCamp,11236,CLOSED,5,45,6,27.166944444444443,1750,2,1
freeCodeCamp/freeCodeCamp,11244,MERGED,1,4,7,93.68583333333333,2530,3,4
freeCodeCamp/freeCodeCamp,11251,MERGED,12,146,90,1416.2375,1986,4,24
freeCodeCamp/freeCodeCamp,11253,MERGED,9,176,18,1176.9544444444443,1970,7,28
freeCodeCamp/freeCodeCamp,11290,MERGED,1,1,1,9.814166666666667,1959,3,0
freeCodeCamp/freeCodeCamp,11306,MERGED,1,1,1,774.0072222222223,2055,4,5
freeCodeCamp/freeCodeCamp,11308,MERGED,1,4,4,65.27416666666667,1962,5,4
freeCodeCamp/freeCodeCamp,11318,CLOSED,1,1,1,1727.9447222222223,2319,6,15
freeCodeCamp/freeCodeCamp,11322,MERGED,6,99,39,1850.4711111111112,1955,4,15
freeCodeCamp/freeCodeCamp,11327,MERGED,1,9,0,80.07944444444445,1671,5,7
freeCodeCamp/freeCodeCamp,11353,MERGED,1,2,0,70.65833333333333,1939,4,8
freeCodeCamp/freeCodeCamp,11359,MERGED,1,1,1,61.31111111111111,2068,4,3
freeCodeCamp/freeCodeCamp,11361,CLOSED,1,1,1,284.4658333333333,5804,4,14
freeCodeCamp/freeCodeCamp,11363,MERGED,1,1,0,63.61083333333333,2150,4,3
freeCodeCamp/freeCodeCamp,11366,MERGED,1,4,4,54.83833333333333,2052,3,1
freeCodeCamp/freeCodeCamp,11371,MERGED,1,8,5,45.97805555555556,2199,4,6
freeCodeCamp/freeCodeCamp,11377,MERGED,1,10,0,32.79527777777778,2025,4,3
freeCodeCamp/freeCodeCamp,11425,MERGED,2,13,0,107.60666666666667,1902,6,17
freeCodeCamp/freeCodeCamp,11429,MERGED,1,1,1,3.232222222222222,320,4,0
freeCodeCamp/freeCodeCamp,11446,MERGED,1,7,7,584.4627777777778,2220,5,6
freeCodeCamp/freeCodeCamp,11467,MERGED,34,0,5174,13.330277777777777,114,2,0
freeCodeCamp/freeCodeCamp,11469,MERGED,1,6,0,13.193888888888889,1886,2,7
freeCodeCamp/freeCodeCamp,11472,MERGED,1,10,0,109.47416666666666,2015,3,3
freeCodeCamp/freeCodeCamp,11474,MERGED,15,50,85,2876.7091666666665,2258,4,23
freeCodeCamp/freeCodeCamp,11478,MERGED,1,17,17,162.0247222222222,2051,5,8
freeCodeCamp/freeCodeCamp,11482,CLOSED,32,753,460,3942.1672222222223,369,8,21
freeCodeCamp/freeCodeCamp,11490,MERGED,1,1,1,25.122222222222224,3998,4,0
freeCodeCamp/freeCodeCamp,11545,MERGED,4,55,8,564.9705555555555,2150,5,15
freeCodeCamp/freeCodeCamp,11549,MERGED,1,1,0,1.4975,1952,2,0
freeCodeCamp/freeCodeCamp,11562,MERGED,2,3,1,299.27972222222223,1915,7,10
freeCodeCamp/freeCodeCamp,11572,MERGED,1,2,1,12.18388888888889,1995,2,0
freeCodeCamp/freeCodeCamp,11578,MERGED,1,1,1,15.360555555555555,3014,3,2
freeCodeCamp/freeCodeCamp,11633,MERGED,3,30,35,125.23555555555555,1930,3,3
freeCodeCamp/freeCodeCamp,11634,MERGED,1,2,2,4.169722222222222,1348,2,0
freeCodeCamp/freeCodeCamp,11637,MERGED,5,20,51,9.053055555555556,2063,2,0
freeCodeCamp/freeCodeCamp,11640,MERGED,1,1,4,3.7880555555555557,60,3,2
freeCodeCamp/freeCodeCamp,11695,MERGED,1,4,4,5.391944444444444,2284,4,1
freeCodeCamp/freeCodeCamp,11711,MERGED,5,1502,957,998.6477777777778,2377,6,4
freeCodeCamp/freeCodeCamp,11718,MERGED,1,4,2,127.94972222222222,3778,4,16
freeCodeCamp/freeCodeCamp,11723,CLOSED,2,65,1,763.2719444444444,2310,5,9
freeCodeCamp/freeCodeCamp,11737,MERGED,1,1,1,213.10583333333332,1985,6,11
freeCodeCamp/freeCodeCamp,11747,CLOSED,2,2,2,15.410833333333333,1913,4,2
freeCodeCamp/freeCodeCamp,11754,CLOSED,1,1,1,51.57555555555555,4905,3,3
freeCodeCamp/freeCodeCamp,11784,MERGED,3,66,71,1008.4877777777778,2144,3,12
freeCodeCamp/freeCodeCamp,11801,MERGED,2,6,3,843.1458333333334,1977,3,2
freeCodeCamp/freeCodeCamp,11805,MERGED,1,2,1,38.689166666666665,2023,5,1
freeCodeCamp/freeCodeCamp,11808,MERGED,1,26,25,31.173333333333332,4045,4,3
freeCodeCamp/freeCodeCamp,11821,MERGED,1,2,1,11.583333333333334,2132,5,5
freeCodeCamp/freeCodeCamp,11829,MERGED,1,2,1,12.528888888888888,2058,6,5
freeCodeCamp/freeCodeCamp,11835,MERGED,1,1,1,21.05027777777778,2038,4,5
freeCodeCamp/freeCodeCamp,11844,CLOSED,1,4,3,16.538611111111113,2023,3,0
freeCodeCamp/freeCodeCamp,11855,MERGED,1,6,3,2.1733333333333333,2093,5,8
freeCodeCamp/freeCodeCamp,11863,CLOSED,1,1,1,204.36805555555554,2000,3,5
freeCodeCamp/freeCodeCamp,11867,MERGED,1,1,0,47.520833333333336,2131,6,5
EbookFoundation/free-programming-books,1979,CLOSED,1,1,1,11138.693611111112,0,4,9
EbookFoundation/free-programming-books,2039,CLOSED,1,1,0,1200.4141666666667,20,2,1
EbookFoundation/free-programming-books,2060,CLOSED,1,1,0,787.5808333333333,138,3,2
EbookFoundation/free-programming-books,2063,CLOSED,2,23,0,6124.7555555555555,0,3,3
EbookFoundation/free-programming-books,2079,CLOSED,1,1,0,22.50638888888889,0,3,0
EbookFoundation/free-programming-books,2104,CLOSED,3,6,24,2406.7438888888887,0,4,4
EbookFoundation/free-programming-books,2115,MERGED,1,3,0,6439.930555555556,0,3,1
EbookFoundation/free-programming-books,2120,MERGED,1,3,0,6399.289722222222,0,3,3
EbookFoundation/free-programming-books,2129,MERGED,1,24,0,4977.072777777777,43,2,2
EbookFoundation/free-programming-books,2130,MERGED,1,1,0,8789.91,48,2,1
EbookFoundation/free-programming-books,2136,CLOSED,1,14,0,8739.554166666667,117,3,2
EbookFoundation/free-programming-books,2138,MERGED,1,31,1,4863.958333333333,173,2,3
EbookFoundation/free-programming-books,2140,MERGED,1,1,0,6173.55,37,2,0
EbookFoundation/free-programming-books,2142,MERGED,2,12,0,135.9622222222222,86,3,1
EbookFoundation/free-programming-books,2155,MERGED,1,8,1,676.7344444444444,94,2,4
EbookFoundation/free-programming-books,2161,MERGED,1,1,0,1290.0797222222222,11,3,1
EbookFoundation/free-programming-books,2188,CLOSED,1,4,0,3250.3080555555557,0,2,0
EbookFoundation/free-programming-books,2201,MERGED,1,1,0,433.44,185,3,2
EbookFoundation/free-programming-books,2209,MERGED,1,1,2,4590.524166666667,0,3,1
EbookFoundation/free-programming-books,2224,MERGED,1,7,0,646.4758333333333,0,3,2
EbookFoundation/free-programming-books,2227,CLOSED,1,7,0,117.37472222222222,23,2,0
EbookFoundation/free-programming-books,2235,MERGED,18,30,101,4.565277777777778,84,2,0
EbookFoundation/free-programming-books,2265,MERGED,1,2,0,2390.054166666667,0,2,0
EbookFoundation/free-programming-books,2328,MERGED,1,1,1,2374.9808333333335,0,2,0
EbookFoundation/free-programming-books,2330,MERGED,1,18,0,164.44972222222222,82,4,3
EbookFoundation/free-programming-books,2337,MERGED,1,11,1,246.73166666666665,80,3,2
EbookFoundation/free-programming-books,2348,MERGED,1,22,30,90.33944444444444,0,3,5
EbookFoundation/free-programming-books,2350,MERGED,1,3,0,22.935277777777777,34,2,2
EbookFoundation/free-programming-books,2356,MERGED,1,17,4,31.621944444444445,222,2,8
EbookFoundation/free-programming-books,2359,CLOSED,1,2,1,4445.1875,127,2,1
EbookFoundation/free-programming-books,2364,CLOSED,1,1,1,4386.759166666667,176,2,1
EbookFoundation/free-programming-books,2366,CLOSED,1,43,0,4368.365555555555,50,2,3
EbookFoundation/free-programming-books,2371,CLOSED,1,8,0,26.807777777777776,46,2,1
EbookFoundation/free-programming-books,2372,MERGED,1,1,1,2801.9113888888887,152,3,4
EbookFoundation/free-programming-books,2375,MERGED,1,1,0,1.3594444444444445,82,2,0
EbookFoundation/free-programming-books,2379,CLOSED,1,6,0,6.675,0,2,0
EbookFoundation/free-programming-books,2484,CLOSED,1,1,1,137.4363888888889,266,2,3
EbookFoundation/free-programming-books,2485,CLOSED,1,1,0,2551.9636111111113,80,3,3
EbookFoundation/free-programming-books,2511,CLOSED,1,34,0,4829.586388888889,0,2,5
EbookFoundation/free-programming-books,2514,MERGED,1,2,0,32.011944444444445,101,2,1
EbookFoundation/free-programming-books,2524,MERGED,1,1,0,4333.564722222222,82,2,0
EbookFoundation/free-programming-books,2528,CLOSED,1,1,0,10.17,37,2,1
EbookFoundation/free-programming-books,2537,MERGED,1,1,0,90.28777777777778,149,2,2
EbookFoundation/free-programming-books,2540,MERGED,1,1,0,108.81222222222222,591,2,3
EbookFoundation/free-programming-books,2545,MERGED,1,1,1,6.458888888888889,83,2,1
EbookFoundation/free-programming-books,2550,MERGED,1,2,0,56.888333333333335,48,2,2
EbookFoundation/free-programming-books,2553,MERGED,1,1,0,3.0605555555555557,75,2,0
EbookFoundation/free-programming-books,2554,MERGED,1,1,0,6.937777777777778,0,2,3
EbookFoundation/free-programming-books,2555,MERGED,1,2,0,2.6769444444444446,21,2,0
EbookFoundation/free-programming-books,2556,MERGED,1,1,0,4.040277777777778,73,2,2
EbookFoundation/free-programming-books,2558,MERGED,1,2,0,27.637777777777778,0,2,2
EbookFoundation/free-programming-books,2563,CLOSED,1,1,0,83.95194444444445,0,3,1
EbookFoundation/free-programming-books,2565,MERGED,1,1,0,8.264444444444445,103,2,1
EbookFoundation/free-programming-books,2572,CLOSED,1,1,0,1.2105555555555556,0,2,0
EbookFoundation/free-programming-books,2586,MERGED,1,1,1,11.993333333333334,148,2,1
EbookFoundation/free-programming-books,2588,CLOSED,1,1,1,3.3105555555555557,37,2,0
EbookFoundation/free-programming-books,2592,MERGED,1,1,0,18.156944444444445,0,2,2
EbookFoundation/free-programming-books,2603,MERGED,6,16,26,89.33055555555555,198,3,0
EbookFoundation/free-programming-books,2609,CLOSED,1,37,11,4446.783888888889,0,2,1
EbookFoundation/free-programming-books,2618,MERGED,1,1,0,3.111388888888889,124,3,2
EbookFoundation/free-programming-books,2628,MERGED,1,2,0,564.9161111111111,0,3,1
EbookFoundation/free-programming-books,2635,MERGED,3,364,107,471.24305555555554,121,3,6
EbookFoundation/free-programming-books,2671,MERGED,2,7,0,73.53333333333333,203,2,1
EbookFoundation/free-programming-books,2703,MERGED,1,1,2,1458.6761111111111,188,3,7
EbookFoundation/free-programming-books,2709,MERGED,1,1,0,7795.493333333333,0,2,5
EbookFoundation/free-programming-books,2766,MERGED,1,6,1,4.7188888888888885,0,1,0
EbookFoundation/free-programming-books,2771,MERGED,1,3,0,2369.1633333333334,0,2,0
EbookFoundation/free-programming-books,2788,CLOSED,1,13,0,4.415277777777778,0,1,0
EbookFoundation/free-programming-books,2831,MERGED,1,4,2,6.6497222222222225,45,2,3
EbookFoundation/free-programming-books,2832,MERGED,2,20,0,19.73638888888889,0,2,0
EbookFoundation/free-programming-books,2867,MERGED,2,4,0,54.327222222222225,48,2,5
EbookFoundation/free-programming-books,2915,MERGED,1,10,0,3.0633333333333335,14,2,0
EbookFoundation/free-programming-books,2916,MERGED,1,7,0,13.753333333333334,13,3,3
EbookFoundation/free-programming-books,2930,MERGED,2,8,0,33.74472222222222,808,3,1
EbookFoundation/free-programming-books,2940,MERGED,1,1,0,20.045277777777777,567,2,1
EbookFoundation/free-programming-books,3026,MERGED,1,14,3,159.05055555555555,825,2,18
EbookFoundation/free-programming-books,3050,MERGED,1,9,1,210.7602777777778,812,2,6
EbookFoundation/free-programming-books,3054,MERGED,3,17,0,11.381666666666666,671,2,1
EbookFoundation/free-programming-books,3058,MERGED,2,10,3,798.7538888888889,433,3,4
EbookFoundation/free-programming-books,3063,MERGED,1,2,0,541.0808333333333,1034,3,6
EbookFoundation/free-programming-books,3087,CLOSED,1,0,5,19.174166666666668,429,2,0
EbookFoundation/free-programming-books,3090,MERGED,1,1,1,28.94,525,3,4
EbookFoundation/free-programming-books,3103,MERGED,1,1,1,42.18222222222222,419,3,0
EbookFoundation/free-programming-books,3105,CLOSED,1,5,2,18.529166666666665,856,2,2
EbookFoundation/free-programming-books,3120,MERGED,1,1,0,26.095277777777778,389,3,0
EbookFoundation/free-programming-books,3121,MERGED,1,1,0,18.19333333333333,389,3,0
EbookFoundation/free-programming-books,3122,MERGED,1,6,0,17.780833333333334,638,3,1
EbookFoundation/free-programming-books,3124,MERGED,1,6,0,3.816388888888889,577,3,1
EbookFoundation/free-programming-books,3126,MERGED,1,6,0,15.676666666666666,388,3,0
EbookFoundation/free-programming-books,3130,MERGED,1,2,2,395.28777777777776,28,4,4
EbookFoundation/free-programming-books,3137,MERGED,1,1,0,13.12888888888889,389,3,0
EbookFoundation/free-programming-books,3143,MERGED,1,6,0,19.459444444444443,631,3,2
EbookFoundation/free-programming-books,3144,MERGED,1,1,0,13.710833333333333,388,3,0
EbookFoundation/free-programming-books,3145,MERGED,1,8,0,47.79083333333333,489,3,4
EbookFoundation/free-programming-books,3146,MERGED,1,0,1,36.79388888888889,432,3,0
EbookFoundation/free-programming-books,3151,MERGED,2,2,0,73.09972222222223,827,3,5
EbookFoundation/free-programming-books,3153,MERGED,1,2,1,74.15611111111112,701,3,4
EbookFoundation/free-programming-books,3160,MERGED,1,0,1,65.17,455,3,0
EbookFoundation/free-programming-books,3163,MERGED,1,1,0,19.346666666666668,388,3,0
EbookFoundation/free-programming-books,3166,MERGED,1,34,34,148.4338888888889,604,3,8
sindresorhus/awesome,249,MERGED,1,3,3,6.708333333333333,0,2,0
sindresorhus/awesome,755,CLOSED,1,1,0,2208.501111111111,2101,3,5
sindresorhus/awesome,760,MERGED,1,1,0,1286.628888888889,1982,3,8
sindresorhus/awesome,761,MERGED,1,1,0,2333.606111111111,2074,5,18
sindresorhus/awesome,762,MERGED,1,1,0,1394.7480555555555,1595,3,9
sindresorhus/awesome,769,MERGED,1,1,0,1064.1775,1908,3,7
sindresorhus/awesome,770,MERGED,1,1,0,405.18555555555554,1920,7,15
sindresorhus/awesome,776,MERGED,1,2,2,20.141666666666666,416,2,2
sindresorhus/awesome,777,MERGED,1,1,0,139.5363888888889,2166,2,2
sindresorhus/awesome,778,MERGED,1,1,0,417.3413888888889,2042,2,3
sindresorhus/awesome,780,CLOSED,1,1,0,5859.272777777778,2229,3,12
sindresorhus/awesome,781,CLOSED,1,1,0,71.83305555555556,2007,4,5
sindresorhus/awesome,782,MERGED,1,1,0,104.8075,1600,2,5
sindresorhus/awesome,783,CLOSED,1,1,0,370.44416666666666,1874,2,3
sindresorhus/awesome,798,CLOSED,1,1,0,1941.4833333333333,1722,2,3
sindresorhus/awesome,799,MERGED,1,1,1,3.048611111111111,1990,2,0
sindresorhus/awesome,806,CLOSED,1,1,0,1830.2088888888889,1722,3,2
sindresorhus/awesome,810,MERGED,1,1,0,3135.4069444444444,2077,5,6
sindresorhus/awesome,811,MERGED,1,1,0,161.9525,1540,2,9
sindresorhus/awesome,814,MERGED,1,1,0,526.7061111111111,1999,2,7
sindresorhus/awesome,816,MERGED,1,1,0,116.06111111111112,1830,2,3
sindresorhus/awesome,818,MERGED,1,1,0,237.86444444444444,1872,2,3
sindresorhus/awesome,821,MERGED,1,1,0,815.4913888888889,2259,3,10
sindresorhus/awesome,830,MERGED,1,1,0,467.6272222222222,2844,2,4
sindresorhus/awesome,834,MERGED,1,1,0,956.3858333333334,3422,3,14
sindresorhus/awesome,842,CLOSED,1,2,1,889.2863888888888,2727,3,9
sindresorhus/awesome,845,MERGED,1,1,0,2141.695833333333,3168,3,5
sindresorhus/awesome,846,MERGED,1,1,0,574.4586111111112,2691,2,2
sindresorhus/awesome,851,MERGED,1,1,0,594.3472222222222,2876,2,8
sindresorhus/awesome,852,CLOSED,1,2,0,1264.8197222222223,2840,2,7
sindresorhus/awesome,857,CLOSED,1,4,1,1488.2719444444444,2718,4,5
sindresorhus/awesome,859,CLOSED,1,1,0,2462.6719444444443,2805,4,6
sindresorhus/awesome,866,CLOSED,1,1,0,655.3286111111111,2786,2,4
sindresorhus/awesome,871,MERGED,1,29,14,681.3583333333333,226,2,1
sindresorhus/awesome,878,MERGED,1,1,0,507.1119444444444,3098,3,5
sindresorhus/awesome,882,CLOSED,1,2,0,5204.565,2721,5,12
sindresorhus/awesome,895,CLOSED,1,1,0,1863.4758333333334,2825,5,9
sindresorhus/awesome,896,CLOSED,1,1,0,4589.0586111111115,2819,4,12
sindresorhus/awesome,898,MERGED,1,1,0,1185.2677777777778,2767,4,10
sindresorhus/awesome,900,CLOSED,1,1,0,1676.6941666666667,2755,3,5
sindresorhus/awesome,903,MERGED,1,1,0,2377.0194444444446,2833,3,10
sindresorhus/awesome,911,MERGED,1,1,0,2705.346111111111,3093,3,8
sindresorhus/awesome,914,MERGED,1,1,0,755.2422222222223,2727,4,8
sindresorhus/awesome,915,CLOSED,1,1,0,714.3994444444445,2812,3,3
sindresorhus/awesome,916,MERGED,1,1,0,991.1669444444444,3166,3,15
sindresorhus/awesome,923,MERGED,1,1,0,744.535,2866,3,5
sindresorhus/awesome,924,CLOSED,1,1,0,2346.2819444444444,2910,3,4
sindresorhus/awesome,925,MERGED,1,1,0,1085.8552777777777,2867,4,14
sindresorhus/awesome,934,MERGED,1,1,0,2557.4330555555557,3903,3,17
sindresorhus/awesome,956,CLOSED,2,10,10,1417.143611111111,21,3,0
sindresorhus/awesome,962,MERGED,1,1,0,1238.013611111111,3897,4,10
sindresorhus/awesome,965,MERGED,1,1,0,1190.9544444444443,3761,2,8
sindresorhus/awesome,971,CLOSED,1,1,0,2625.6525,3996,2,5
sindresorhus/awesome,978,MERGED,1,1,0,4678.5986111111115,3631,3,15
sindresorhus/awesome,988,CLOSED,2,14,2,927.8297222222222,3538,14,11
sindresorhus/awesome,990,MERGED,1,1,0,768.2238888888888,3847,3,8
sindresorhus/awesome,992,MERGED,1,1,0,635.6827777777778,3702,2,3
sindresorhus/awesome,998,MERGED,1,1,0,219.53833333333333,3614,2,10
sindresorhus/awesome,1012,MERGED,1,1,0,89.74694444444444,3716,2,6
sindresorhus/awesome,1013,CLOSED,1,1,0,10197.424166666666,3755,7,19
sindresorhus/awesome,1015,MERGED,1,1,0,24.98138888888889,3599,3,3
sindresorhus/awesome,1016,CLOSED,1,1,0,6123.428611111111,3858,2,5
sindresorhus/awesome,1018,MERGED,1,1,0,2222.5802777777776,3584,2,12
sindresorhus/awesome,1025,MERGED,1,1,0,1104.5119444444445,3823,5,6
sindresorhus/awesome,1033,MERGED,1,1,0,727.3688888888889,103,2,10
sindresorhus/awesome,1037,MERGED,1,1,0,1045.6291666666666,3575,2,3
sindresorhus/awesome,1042,CLOSED,1,1,0,9101.052777777777,3887,4,11
sindresorhus/awesome,1044,CLOSED,1,22,20,405.5111111111111,3691,3,2
sindresorhus/awesome,1045,MERGED,1,1,0,816.4969444444445,404,2,3
sindresorhus/awesome,1046,MERGED,1,1,0,362.24666666666667,3778,2,6
sindresorhus/awesome,1049,CLOSED,1,1,0,12868.598333333333,3807,2,12
sindresorhus/awesome,1053,MERGED,1,1,0,8749.258055555556,3722,3,6
sindresorhus/awesome,1054,CLOSED,5,69,14,4822.427777777778,3799,12,2
sindresorhus/awesome,1058,MERGED,1,1,0,874.4888888888889,3785,5,11
sindresorhus/awesome,1069,CLOSED,1,2,0,12390.988333333333,4205,5,7
sindresorhus/awesome,1070,MERGED,1,1,0,841.0558333333333,3910,2,6
sindresorhus/awesome,1071,CLOSED,1,1,0,7270.690555555556,3907,3,8
sindresorhus/awesome,1076,CLOSED,1,1,0,7171.397777777778,4168,2,3
sindresorhus/awesome,1079,CLOSED,1,1,1,8397.030277777778,4073,4,3
sindresorhus/awesome,1080,CLOSED,1,1,0,7152.131944444444,3814,2,6
sindresorhus/awesome,1081,MERGED,1,3,3,12.585833333333333,143,2,1
sindresorhus/awesome,1082,CLOSED,1,1,0,4435.3966666666665,4095,4,11
sindresorhus/awesome,1084,MERGED,1,1,0,7569.419166666667,4388,2,7
sindresorhus/awesome,1086,CLOSED,1,1,0,8265.302222222223,3710,4,13
sindresorhus/awesome,1087,MERGED,1,1,0,910.2975,3791,3,9
sindresorhus/awesome,1089,CLOSED,1,1,1,4286.055555555556,3977,2,2
sindresorhus/awesome,1090,CLOSED,1,1,0,12054.991666666667,247,4,5
sindresorhus/awesome,1091,CLOSED,1,1,1,13033.313333333334,3906,4,8
sindresorhus/awesome,1096,CLOSED,1,1,0,11904.403888888888,133,6,13
sindresorhus/awesome,1097,CLOSED,1,1,0,14351.032777777778,3910,2,7
sindresorhus/awesome,1098,CLOSED,1,1,0,6798.023055555555,155,3,10
sindresorhus/awesome,1100,CLOSED,1,1,0,8021.730277777778,3657,3,7
sindresorhus/awesome,1102,MERGED,1,11,11,200.1172222222222,3743,3,1
sindresorhus/awesome,1106,CLOSED,1,10,9,11757.599722222221,3937,4,4
sindresorhus/awesome,1113,CLOSED,1,1,0,6549.0408333333335,3817,3,7
sindresorhus/awesome,1115,CLOSED,1,1,0,6528.06,4253,2,3
sindresorhus/awesome,1117,CLOSED,1,1,0,7761.896111111111,3837,2,5
sindresorhus/awesome,1121,MERGED,1,10,10,49.234722222222224,405,2,1
sindresorhus/awesome,1124,CLOSED,1,1,0,13238.75861111111,4608,5,13
sindresorhus/awesome,1125,MERGED,1,1,0,7915.1322222222225,4849,3,14
public-apis/public-apis,231,MERGED,1,45,36,10.18138888888889,376,2,3
public-apis/public-apis,238,MERGED,1,7,0,32.37,124,2,1
public-apis/public-apis,259,CLOSED,5,1327,0,3785.576666666667,335,5,14
public-apis/public-apis,294,MERGED,1,2,0,24.316388888888888,0,2,2
public-apis/public-apis,321,MERGED,1,3,3,53.48916666666667,0,3,1
public-apis/public-apis,342,MERGED,1,7,0,206.07722222222222,129,4,9
public-apis/public-apis,345,MERGED,1,3,0,12.674444444444445,126,2,3
public-apis/public-apis,362,MERGED,7,2382,79,216.4936111111111,508,2,4
public-apis/public-apis,368,MERGED,7,2453,79,707.4266666666666,34,4,7
public-apis/public-apis,384,CLOSED,12,2565,0,683.2775,606,4,15
public-apis/public-apis,385,MERGED,4,73,4,9.312777777777777,780,2,1
public-apis/public-apis,407,MERGED,3,10,10,246.66722222222222,124,4,6
public-apis/public-apis,418,MERGED,1,1,0,19.48138888888889,840,4,4
public-apis/public-apis,421,CLOSED,1,90,76,4097.933888888889,0,3,4
public-apis/public-apis,442,MERGED,1,2,1,11.699722222222222,220,4,8
public-apis/public-apis,446,MERGED,1,33,33,35.525555555555556,11,3,2
public-apis/public-apis,448,MERGED,4,16,3,22.030833333333334,511,3,3
public-apis/public-apis,456,MERGED,1,1,0,1.9291666666666667,22,2,1
public-apis/public-apis,462,MERGED,6,153,0,85.06527777777778,466,4,7
public-apis/public-apis,466,MERGED,1,1,0,144.845,676,3,1
public-apis/public-apis,483,MERGED,1,51,2,4.061944444444444,676,3,5
public-apis/public-apis,502,MERGED,1,1,0,409.2055555555556,1316,3,5
public-apis/public-apis,510,MERGED,1,22,6,91.5575,636,2,1
public-apis/public-apis,514,MERGED,1,16,10,64.14194444444445,909,3,6
public-apis/public-apis,526,CLOSED,1,4,0,24.171944444444446,410,3,4
public-apis/public-apis,528,MERGED,1,1,0,4.22,14,3,4
